ID,RF,NB,LR
3218,1,1,0
3219,0,0,0
3220,0,1,1
3221,1,1,1
3222,1,1,1
3223,1,0,0
3224,0,0,0
3225,1,1,0
3226,1,1,1
3227,1,1,1
3228,1,1,1
3229,0,0,0
3230,0,0,0
3231,0,0,0
3232,1,1,1
3233,0,1,1
3234,0,0,0
3235,0,0,0
3236,1,1,0
3237,1,0,0
3238,1,1,1
3239,0,0,0
3240,0,0,0
3241,0,1,1
3242,0,0,0
3243,1,1,1
3244,1,1,1
3245,0,1,1
3246,0,0,0
3247,0,1,0
3248,0,1,0
3249,1,1,1
3250,1,1,1
3251,0,1,1
3252,0,1,1
3253,1,1,0
3254,0,0,0
3255,0,1,1
3256,0,1,0
3257,0,1,0
3258,1,1,0
3259,1,0,0
3260,0,0,0
3261,0,0,0
3262,0,1,1
3263,0,0,0
3264,0,1,0
3265,0,1,0
3266,0,0,0
3267,0,0,0
3268,0,0,0
3269,0,0,0
3270,1,0,0
3271,0,0,0
3272,0,0,0
3273,1,1,0
3274,0,1,0
3275,0,0,0
3276,0,0,0
3277,1,1,1
3278,0,1,0
3279,0,0,0
3280,0,0,0
3281,0,0,0
3282,0,0,0
3283,1,1,1
3284,1,1,0
3285,0,0,0
3286,0,0,0
3287,0,0,0
3288,0,0,0
3289,0,0,0
3290,1,1,0
3291,1,1,1
3292,0,0,0
3293,0,0,0
3294,1,1,1
3295,1,1,1
3296,0,0,0
3297,1,1,1
3298,0,0,0
3299,0,0,0
3300,0,0,0
3301,1,0,0
3302,0,0,0
3303,0,0,0
3304,0,0,0
3305,0,0,0
3306,0,0,0
3307,0,0,0
3308,0,0,0
3309,1,1,1
3310,1,1,1
3311,1,1,1
3312,1,1,1
3313,0,1,1
3314,0,0,0
3315,0,0,0
3316,1,1,1
3317,1,1,1
3318,1,1,1
3319,1,1,1
3320,0,0,1
3321,0,0,0
3322,0,0,0
3323,0,1,1
3324,1,1,0
3325,1,1,1
3326,0,0,0
3327,1,0,0
3328,1,1,1
3329,0,0,0
3330,1,0,1
3331,0,0,0
3332,0,1,0
3333,0,0,0
3334,1,1,1
3335,0,0,0
3336,1,0,0
3337,1,0,1
3338,0,0,0
3339,1,1,1
3340,0,0,0
3341,0,0,0
3342,0,0,0
3343,0,1,0
3344,0,0,0
3345,0,1,0
3346,0,0,0
3347,1,0,0
3348,1,1,0
3349,0,0,0
3350,0,0,0
3351,0,0,0
3352,1,1,1
3353,0,1,1
3354,1,0,0
3355,1,0,0
3356,0,0,0
3357,1,0,0
3358,0,0,0
3359,1,1,0
3360,0,0,0
3361,1,1,1
3362,0,1,1
3363,0,0,0
3364,1,1,1
3365,0,0,0
3366,1,0,0
3367,0,0,0
3368,1,0,0
3369,0,0,0
3370,1,0,1
3371,0,0,0
3372,0,0,1
3373,1,0,0
3374,1,0,0
3375,0,0,0
3376,0,0,0
3377,1,1,0
3378,1,1,1
3379,0,0,0
3380,1,0,1
3381,0,0,0
3382,0,1,1
3383,0,0,0
3384,0,0,0
3385,1,1,1
3386,0,1,1
3387,0,1,1
3388,0,0,0
3389,1,1,1
3390,1,1,1
3391,1,0,0
3392,0,1,1
3393,1,1,1
3394,1,1,1
3395,0,0,0
3396,1,1,0
3397,0,1,0
3398,0,0,1
3399,1,1,1
3400,0,0,0
3401,1,0,0
3402,0,0,0
3403,0,0,0
3404,1,1,1
3405,1,1,1
3406,1,1,1
3407,0,1,0
3408,1,1,1
3409,0,1,0
3410,0,0,0
3411,0,1,0
3412,0,1,1
3413,0,0,0
3414,1,1,1
3415,0,0,0
3416,1,1,1
3417,0,0,0
3418,1,1,1
3419,1,1,1
3420,0,0,0
3421,0,1,1
3422,1,1,0
3423,0,0,0
3424,1,1,1
3425,0,0,0
3426,0,0,1
3427,0,1,0
3428,1,1,1
3429,1,0,0
3430,0,0,0
3431,0,0,0
3432,0,1,1
3433,0,0,0
3434,0,1,1
3435,1,1,0
3436,0,0,0
3437,0,1,1
3438,1,1,1
3439,1,1,1
3440,0,1,1
3441,0,0,0
3442,0,0,0
3443,0,0,0
3444,0,0,0
3445,1,0,0
3446,1,1,1
3447,0,0,0
3448,1,1,0
3449,1,1,1
3450,0,0,0
3451,0,0,0
3452,1,0,1
3453,1,1,0
3454,0,0,0
3455,0,0,0
3456,1,1,1
3457,1,0,0
3458,1,1,1
3459,1,0,0
3460,1,0,0
3461,0,0,0
3462,1,1,1
3463,0,0,0
3464,0,0,1
3465,0,1,1
3466,0,0,0
3467,0,0,0
3468,1,1,0
3469,1,0,0
3470,0,1,1
3471,1,1,1
3472,0,0,0
3473,0,1,1
3474,1,0,0
3475,1,0,0
3476,0,0,0
3477,1,0,1
3478,0,0,0
3479,0,0,0
3480,0,1,1
3481,0,0,0
3482,0,0,0
3483,0,0,0
3484,0,0,0
3485,0,0,0
3486,1,1,1
3487,1,0,0
3488,0,1,1
3489,1,0,0
3490,1,0,0
3491,0,0,0
3492,0,0,0
3493,0,0,0
3494,1,1,0
3495,0,0,0
3496,1,1,1
3497,0,0,0
3498,0,0,0
3499,0,1,0
3500,0,0,0
3501,0,0,0
3502,0,0,0
3503,0,1,1
3504,1,1,1
3505,0,0,0
3506,1,1,0
3507,1,1,1
3508,0,0,0
3509,0,0,0
3510,0,1,1
3511,0,0,1
3512,1,1,1
3513,1,0,0
3514,1,1,1
3515,0,0,0
3516,0,0,0
3517,1,1,1
3518,0,0,0
3519,0,0,0
3520,0,0,0
3521,1,1,1
3522,1,1,1
3523,0,0,0
3524,1,1,1
3525,1,0,0
3526,0,0,0
3527,0,0,0
3528,0,1,1
3529,0,1,1
3530,0,1,0
3531,1,1,1
3532,0,0,0
3533,0,1,0
3534,0,0,0
3535,0,1,0
3536,1,1,0
3537,0,0,0
3538,0,0,0
3539,0,0,0
3540,0,0,0
3541,1,1,0
3542,0,0,0
3543,0,0,0
3544,0,1,0
3545,0,1,1
3546,1,1,1
3547,1,1,1
3548,1,0,0
3549,1,1,1
3550,1,1,1
3551,1,0,1
3552,1,1,1
3553,1,0,0
3554,1,1,0
3555,0,0,0
3556,1,1,1
3557,1,0,1
3558,0,0,0
3559,0,1,0
3560,0,0,0
3561,1,1,1
3562,0,0,0
3563,0,0,0
3564,1,1,1
3565,0,0,0
3566,1,1,0
3567,1,0,0
3568,0,1,0
3569,1,1,1
3570,1,1,1
3571,1,0,0
3572,0,0,0
3573,0,0,0
3574,0,0,1
3575,0,1,1
3576,0,0,0
3577,0,0,0
3578,0,0,0
3579,0,0,0
3580,1,1,0
3581,0,0,0
3582,0,1,0
3583,1,1,1
3584,0,1,1
3585,0,1,1
3586,0,1,1
3587,0,0,0
3588,0,0,0
3589,0,0,0
3590,1,0,0
3591,0,0,0
3592,0,0,0
3593,1,1,1
3594,0,1,1
3595,1,0,0
3596,1,1,1
3597,0,0,0
3598,1,1,1
3599,1,1,1
3600,0,0,1
3601,1,1,1
3602,1,1,0
3603,0,1,0
3604,1,1,1
3605,0,0,0
3606,1,1,1
3607,0,0,0
3608,0,0,0
3609,0,0,0
3610,0,1,0
3611,1,0,0
3612,0,1,1
3613,0,0,0
3614,0,0,0
3615,0,0,0
3616,1,0,0
3617,1,1,1
3618,1,0,0
3619,1,0,0
3620,0,0,0
3621,1,1,1
3622,0,0,0
3623,1,1,1
3624,0,0,0
3625,1,1,0
3626,1,1,0
3627,1,0,0
3628,0,1,1
3629,1,0,0
3630,1,1,1
3631,1,0,1
3632,1,1,0
3633,1,0,0
3634,1,1,1
3635,0,0,0
3636,1,1,1
3637,0,0,0
3638,1,1,0
3639,0,0,0
3640,0,0,0
3641,0,0,0
3642,0,1,0
3643,0,0,0
3644,0,0,0
3645,0,0,0
3646,1,1,1
3647,0,1,1
3648,0,0,1
3649,1,1,1
3650,0,0,0
3651,1,0,1
3652,1,0,0
3653,1,1,1
3654,0,0,0
3655,1,1,1
3656,0,1,1
3657,0,1,0
3658,0,0,1
3659,1,1,1
3660,1,1,1
3661,0,0,0
3662,0,1,1
3663,1,0,0
3664,0,1,0
3665,0,0,0
3666,1,1,1
3667,1,1,1
3668,0,0,0
3669,1,0,0
3670,1,1,0
3671,1,0,0
3672,0,0,0
3673,1,0,0
3674,0,1,0
3675,0,0,0
3676,1,1,1
3677,0,1,0
3678,0,0,0
3679,1,1,1
3680,0,1,1
3681,0,0,0
3682,0,0,0
3683,0,1,0
3684,1,1,1
3685,1,1,1
3686,0,0,0
3687,0,0,0
3688,0,0,0
3689,0,1,0
3690,0,0,0
3691,0,1,1
3692,0,1,0
3693,0,0,0
3694,1,1,1
3695,1,1,0
3696,1,1,0
3697,0,0,0
3698,0,0,0
3699,0,0,0
3700,1,1,1
3701,0,1,0
3702,1,1,1
3703,0,0,0
3704,1,1,1
3705,1,0,0
3706,0,0,0
3707,1,0,0
3708,0,0,0
3709,0,0,0
3710,1,0,0
3711,1,1,1
3712,0,0,0
3713,1,0,0
3714,1,1,0
3715,0,0,0
3716,0,0,0
3717,0,0,0
3718,0,0,0
3719,1,1,1
3720,1,1,1
3721,1,1,1
3722,0,0,1
3723,0,0,0
3724,0,0,0
3725,1,1,1
3726,0,0,0
3727,0,1,1
3728,1,0,0
3729,1,1,1
3730,0,1,0
3731,0,0,0
3732,1,0,0
3733,0,0,0
3734,1,0,0
3735,1,0,0
3736,1,1,1
3737,0,1,1
3738,1,0,0
3739,0,1,0
3740,0,1,1
3741,1,1,1
3742,1,0,0
3743,1,1,1
3744,1,1,1
3745,0,0,0
3746,1,1,1
3747,1,1,1
3748,0,1,1
3749,0,1,1
3750,1,1,1
3751,1,1,0
3752,1,1,1
3753,1,0,0
3754,0,0,1
3755,0,0,0
3756,1,1,1
3757,0,0,0
3758,0,0,0
3759,0,0,0
3760,0,1,1
3761,0,1,1
3762,1,0,0
3763,0,0,0
3764,0,1,0
3765,1,1,1
3766,0,0,0
3767,1,1,1
3768,1,1,1
3769,0,0,0
3770,0,0,0
3771,0,0,0
3772,1,1,0
3773,0,0,0
3774,0,1,1
3775,1,0,0
3776,0,0,0
3777,0,1,0
3778,0,1,1
3779,1,0,0
3780,0,1,1
3781,1,1,1
3782,0,0,0
3783,0,0,0
3784,1,1,0
3785,0,0,0
3786,1,1,1
3787,0,0,0
3788,0,0,1
3789,0,1,1
3790,0,0,0
3791,0,1,0
3792,1,1,0
3793,1,1,1
3794,0,0,0
3795,1,1,1
3796,1,0,0
3797,0,1,1
3798,0,0,0
3799,1,1,0
3800,1,1,0
3801,0,0,0
3802,0,0,0
3803,0,0,0
3804,0,0,0
3805,1,1,1
3806,0,0,0
3807,1,0,0
3808,0,0,0
3809,0,0,0
3810,1,1,1
3811,1,1,1
3812,0,1,0
3813,0,0,0
3814,0,0,0
3815,0,0,0
3816,0,1,0
3817,0,1,1
3818,0,0,0
3819,0,0,0
3820,1,0,1
3821,1,1,0
3822,0,0,0
3823,0,0,0
3824,0,1,1
3825,0,0,0
3826,0,0,0
3827,0,1,0
3828,0,0,0
3829,0,1,0
3830,0,1,1
3831,0,0,0
3832,1,1,1
3833,0,0,1
3834,0,0,0
3835,0,0,0
3836,0,0,0
3837,0,1,1
3838,0,1,0
3839,1,1,1
3840,0,0,0
3841,1,1,0
3842,0,0,0
3843,1,0,0
3844,1,1,1
3845,0,0,0
3846,1,0,0
3847,1,1,1
3848,1,0,0
3849,0,1,0
3850,0,0,0
3851,1,0,1
3852,1,1,1
3853,1,1,1
3854,0,0,0
3855,1,1,1
3856,0,0,0
3857,1,1,1
3858,0,0,0
3859,0,1,1
3860,0,0,1
3861,0,1,0
3862,1,0,1
3863,1,0,1
3864,1,1,1
3865,1,1,1
3866,1,1,1
3867,1,0,0
3868,0,0,0
3869,0,0,0
3870,0,0,0
3871,0,0,0
3872,0,1,1
3873,0,1,1
3874,1,1,1
3875,0,0,0
3876,0,1,1
3877,0,1,1
3878,0,1,0
3879,1,1,1
3880,0,0,0
3881,1,1,1
3882,1,0,0
3883,0,0,0
3884,0,0,0
3885,0,0,0
3886,1,1,1
3887,0,0,0
3888,0,1,1
3889,0,0,0
3890,0,0,0
3891,1,1,1
3892,1,1,0
3893,0,0,0
3894,1,1,1
3895,0,0,0
3896,1,0,0
3897,0,0,0
3898,1,1,0
3899,0,0,1
3900,1,1,1
3901,1,1,1
3902,0,1,0
3903,0,1,1
3904,1,0,0
3905,1,0,0
3906,1,0,0
3907,0,1,1
3908,1,1,0
3909,0,1,1
3910,0,0,0
3911,0,0,0
3912,0,0,0
3913,1,1,0
3914,0,0,0
3915,0,0,0
3916,1,1,1
3917,0,0,0
3918,0,0,0
3919,0,1,0
3920,1,1,0
3921,1,1,1
3922,0,0,0
3923,0,1,1
3924,0,0,0
3925,0,0,0
3926,0,0,0
3927,1,0,0
3928,0,0,0
3929,1,0,0
3930,0,0,0
3931,0,0,0
3932,1,1,1
3933,1,1,1
3934,0,0,0
3935,0,0,0
3936,1,1,1
3937,1,1,0
3938,1,0,0
3939,0,1,0
3940,0,0,1
3941,1,1,1
3942,0,0,0
3943,0,1,0
3944,0,0,0
3945,0,0,0
3946,0,1,1
3947,0,0,0
3948,0,0,1
3949,0,0,0
3950,0,1,1
3951,0,0,0
3952,0,1,0
3953,1,0,0
3954,1,1,1
3955,0,0,0
3956,0,0,0
3957,0,0,0
3958,0,0,1
3959,0,0,0
3960,1,1,1
3961,0,0,0
3962,1,0,0
3963,0,1,0
3964,0,1,1
3965,0,0,0
3966,0,0,1
3967,0,0,0
3968,0,0,0
3969,0,0,1
3970,0,1,0
3971,1,1,1
3972,0,1,0
3973,0,1,0
3974,1,1,1
3975,0,0,0
3976,0,0,0
3977,0,0,0
3978,0,0,0
3979,0,0,0
3980,1,0,1
3981,1,1,1
3982,1,1,1
3983,0,1,1
3984,1,1,1
3985,1,1,0
3986,0,0,0
3987,1,1,1
3988,1,1,1
3989,0,1,0
3990,0,0,0
3991,0,0,0
3992,0,0,0
3993,1,0,0
3994,0,0,1
3995,1,1,1
3996,0,0,1
3997,1,0,0
3998,0,0,0
3999,0,0,0
4000,1,0,0
4001,0,0,0
4002,0,0,0
4003,0,1,0
4004,1,1,1
4005,0,0,0
4006,1,0,0
4007,1,0,0
4008,0,0,0
4009,0,0,0
4010,0,1,0
4011,1,1,1
4012,0,0,1
4013,0,0,0
4014,0,0,0
4015,0,1,1
4016,0,0,0
4017,0,0,0
4018,1,1,1
4019,0,0,0
4020,1,0,0
4021,1,1,0
4022,0,0,0
4023,1,1,1
4024,0,0,0
4025,0,1,1
4026,1,1,1
4027,1,1,1
4028,1,1,1
4029,1,0,0
4030,1,1,1
4031,0,0,0
4032,0,0,0
4033,1,1,1
4034,1,1,1
4035,0,1,0
4036,0,1,1
4037,0,0,0
4038,1,1,1
4039,0,0,0
4040,0,0,1
4041,1,0,0
4042,0,0,0
4043,1,1,1
4044,0,1,1
4045,1,1,1
4046,0,0,0
4047,0,0,0
4048,1,0,0
4049,0,1,1
4050,1,1,1
4051,1,0,0
4052,0,0,0
4053,0,0,0
4054,1,1,1
4055,0,0,0
4056,1,1,1
4057,0,0,0
4058,0,0,0
4059,1,1,1
4060,0,1,1
4061,0,0,0
4062,0,1,1
4063,0,1,1
4064,1,1,0
4065,0,0,0
4066,1,1,1
4067,0,0,0
4068,0,0,0
4069,0,0,0
4070,0,0,0
4071,0,0,0
4072,0,0,0
4073,0,1,1
4074,0,0,0
4075,1,1,0
4076,1,1,1
4077,1,0,0
4078,1,0,0
4079,0,1,0
4080,1,1,1
4081,1,1,1
4082,0,0,0
4083,1,0,0
4084,1,1,1
4085,0,0,0
4086,0,0,0
4087,1,1,1
4088,0,0,0
4089,0,0,0
4090,0,0,0
4091,0,0,0
4092,1,1,1
4093,0,1,1
4094,0,0,0
4095,0,0,0
4096,1,1,1
4097,0,0,0
4098,1,1,1
4099,0,0,0
4100,0,0,0
4101,1,1,1
4102,0,1,1
4103,1,0,0
4104,1,1,1
4105,0,0,0
4106,1,1,1
4107,1,0,0
4108,1,1,1
4109,0,0,0
4110,0,0,0
4111,0,0,0
4112,0,0,0
4113,1,0,0
4114,0,0,0
4115,0,0,1
4116,1,0,0
4117,1,1,1
4118,0,1,1
4119,0,0,0
4120,0,0,0
4121,1,0,0
4122,0,0,0
4123,1,0,0
4124,1,1,1
4125,1,0,0
4126,0,0,0
4127,0,1,1
4128,0,0,0
4129,1,1,1
4130,1,1,1
4131,0,0,0
4132,1,0,0
4133,0,0,1
4134,0,0,0
4135,1,0,0
4136,1,0,0
4137,1,1,0
4138,1,1,0
4139,1,1,1
4140,0,0,0
4141,0,1,0
4142,0,1,1
4143,1,1,1
4144,0,0,0
4145,1,1,1
4146,1,1,1
4147,0,0,0
4148,0,1,1
4149,1,1,1
4150,0,0,0
4151,0,0,0
4152,0,0,0
4153,1,1,0
4154,0,1,1
4155,1,0,0
4156,1,1,1
4157,0,0,0
4158,1,0,1
4159,0,1,1
4160,0,0,0
4161,0,1,1
4162,0,0,0
4163,0,0,0
4164,1,1,0
4165,0,0,1
4166,1,0,0
4167,0,0,0
4168,1,0,0
4169,0,0,0
4170,1,1,1
4171,1,1,0
4172,0,0,0
4173,0,0,0
4174,1,1,1
4175,0,1,0
4176,0,0,0
4177,1,1,1
4178,0,0,0
4179,0,0,0
4180,0,0,0
4181,0,0,0
4182,0,0,0
4183,0,1,1
4184,0,0,0
4185,0,0,0
4186,1,1,1
4187,1,0,0
4188,0,0,0
4189,0,0,0
4190,1,1,0
4191,1,1,1
4192,0,0,0
4193,0,0,0
4194,0,0,0
4195,1,1,1
4196,0,1,1
4197,1,0,0
4198,1,1,1
4199,1,1,1
4200,0,0,0
4201,0,0,0
4202,0,0,0
4203,0,0,0
4204,0,0,0
4205,0,0,0
4206,0,0,0
4207,1,1,1
4208,0,1,0
4209,0,0,0
4210,1,0,0
4211,1,1,1
4212,0,0,0
4213,0,0,0
4214,0,0,0
4215,1,1,1
4216,0,0,0
4217,1,0,0
4218,1,1,1
4219,1,1,1
4220,1,0,0
4221,0,0,0
4222,1,1,1
4223,1,1,1
4224,0,0,0
4225,1,0,0
4226,1,1,0
4227,0,1,1
4228,1,1,1
4229,1,1,1
4230,0,0,0
4231,1,1,1
4232,0,0,0
4233,0,0,0
4234,1,1,0
4235,0,0,0
4236,1,1,1
4237,0,0,0
4238,1,0,0
4239,0,1,0
4240,0,0,0
4241,0,0,0
4242,0,0,0
4243,0,0,0
4244,0,0,0
4245,1,1,1
4246,0,0,0
4247,0,1,0
4248,1,1,1
4249,0,0,0
4250,0,1,1
4251,1,1,0
4252,1,1,1
4253,0,0,0
4254,0,0,0
4255,0,0,0
4256,1,1,1
4257,0,0,0
4258,1,0,0
4259,1,0,1
4260,1,1,1
4261,0,0,1
4262,0,0,0
4263,0,0,1
4264,1,1,0
4265,1,0,0
4266,0,1,1
4267,1,0,0
4268,1,0,0
4269,1,0,1
4270,0,0,0
4271,0,0,0
4272,0,0,1
4273,0,1,1
4274,0,0,0
4275,0,1,1
4276,1,0,0
4277,0,0,0
4278,0,1,0
4279,0,1,0
4280,0,0,0
4281,1,1,1
4282,0,0,0
4283,0,0,0
4284,0,1,0
4285,1,1,1
4286,1,1,1
4287,1,1,0
4288,1,1,1
4289,0,0,1
4290,1,1,1
4291,1,0,0
4292,1,1,1
4293,0,0,0
4294,0,0,0
4295,1,0,0
4296,0,0,0
4297,1,1,1
4298,0,1,1
4299,0,0,0
4300,0,0,1
4301,0,0,0
4302,0,0,0
4303,1,0,1
4304,0,0,0
4305,0,1,1
4306,1,0,0
4307,1,0,1
4308,0,1,1
4309,0,0,0
4310,0,1,0
4311,0,0,0
4312,1,1,1
4313,0,0,0
4314,1,1,0
4315,0,0,0
4316,1,1,1
4317,1,1,0
4318,1,1,1
4319,0,0,0
4320,0,0,0
4321,0,0,0
4322,0,0,0
4323,0,0,0
4324,1,1,1
4325,0,0,0
4326,1,0,0
4327,1,1,0
4328,0,1,1
4329,0,0,0
4330,0,1,1
4331,0,1,1
4332,1,1,0
4333,0,0,0
4334,0,1,1
4335,1,1,1
4336,1,1,1
4337,1,1,1
4338,0,1,1
4339,0,0,0
4340,0,0,0
4341,1,1,0
4342,0,0,0
4343,0,0,0
4344,1,1,1
4345,0,0,0
4346,0,1,1
4347,0,0,0
4348,0,0,0
4349,1,0,0
4350,0,1,1
4351,0,0,0
4352,0,0,0
4353,0,0,0
4354,0,0,0
4355,1,1,1
4356,0,0,0
4357,0,0,0
4358,0,0,0
4359,0,0,0
4360,0,0,1
4361,1,1,1
4362,1,1,1
4363,1,1,1
4364,1,0,0
4365,1,1,1
4366,1,1,1
4367,0,0,0
4368,1,1,1
4369,0,0,0
4370,1,0,0
4371,0,0,0
4372,0,0,1
4373,0,1,1
4374,1,1,1
4375,1,1,1
4376,1,1,1
4377,0,1,1
4378,1,1,1
4379,0,1,1
4380,1,1,1
4381,0,0,0
4382,1,1,1
4383,0,1,1
4384,1,1,1
4385,1,1,1
4386,0,0,0
4387,1,1,0
4388,1,1,1
4389,0,0,0
4390,1,0,0
4391,1,1,1
4392,0,0,0
4393,1,1,1
4394,0,0,0
4395,0,0,0
4396,1,1,1
4397,1,1,1
4398,1,0,0
4399,0,0,0
4400,0,0,1
4401,1,1,1
4402,0,0,0
4403,0,0,0
4404,1,1,1
4405,1,0,0
4406,0,0,0
4407,1,1,1
4408,0,1,1
4409,1,1,1
4410,0,0,0
4411,1,1,1
4412,0,0,0
4413,1,0,0
4414,1,0,0
4415,1,1,1
4416,0,0,0
4417,0,1,0
4418,0,1,1
4419,1,0,0
4420,0,0,0
4421,0,0,0
4422,0,1,1
4423,1,0,0
4424,0,0,0
4425,0,0,0
4426,1,1,1
4427,0,0,0
4428,1,1,1
4429,1,0,1
4430,1,1,0
4431,0,0,0
4432,0,0,0
4433,0,1,1
4434,0,0,0
4435,1,1,1
4436,0,1,1
4437,0,0,0
4438,1,1,0
4439,0,0,0
4440,1,1,1
4441,0,0,0
4442,0,1,1
4443,0,0,0
4444,1,0,1
4445,0,1,0
4446,1,1,1
4447,0,0,0
4448,0,0,0
4449,1,1,0
4450,1,1,1
4451,0,0,0
4452,0,0,0
4453,0,0,0
4454,0,0,0
4455,1,1,1
4456,0,0,0
4457,0,1,1
4458,1,1,1
4459,1,1,1
4460,0,0,0
4461,1,0,0
4462,0,0,0
4463,0,0,0
4464,1,1,1
4465,1,1,1
4466,1,0,0
4467,0,0,0
4468,0,0,0
4469,1,1,1
4470,1,1,1
4471,0,0,0
4472,1,1,1
4473,0,1,1
4474,1,0,0
4475,0,0,0
4476,1,0,0
4477,0,0,0
4478,0,0,0
4479,1,0,0
4480,0,1,0
4481,0,0,0
4482,0,0,0
4483,0,0,0
4484,0,0,0
4485,1,0,1
4486,0,0,1
4487,1,1,1
4488,1,1,1
4489,0,0,0
4490,0,0,0
4491,0,1,1
4492,1,0,0
4493,0,1,1
4494,0,1,1
4495,1,0,1
4496,0,0,0
4497,0,0,0
4498,0,0,0
4499,0,0,0
4500,1,0,1
4501,1,0,0
4502,0,0,0
4503,0,0,0
4504,0,0,0
4505,1,0,0
4506,0,1,0
4507,1,1,1
4508,0,0,0
4509,1,1,0
4510,0,1,1
4511,0,0,0
4512,0,1,1
4513,0,0,0
4514,0,0,0
4515,1,0,0
4516,0,0,0
4517,0,0,0
4518,0,0,0
4519,1,1,0
4520,1,1,1
4521,0,0,0
4522,1,0,1
4523,0,0,0
4524,1,0,0
4525,1,0,0
4526,0,1,1
4527,1,1,1
4528,0,0,0
4529,1,1,1
4530,0,1,1
4531,1,0,0
4532,1,0,1
4533,0,0,0
4534,0,0,0
4535,0,0,0
4536,1,0,1
4537,0,0,0
4538,0,0,0
4539,1,1,1
4540,1,1,1
4541,1,0,0
4542,0,0,0
4543,0,0,0
4544,0,0,0
4545,0,0,0
4546,0,1,0
4547,0,0,0
4548,1,1,0
4549,0,0,0
4550,1,1,1
4551,1,1,1
4552,1,0,0
4553,0,0,0
4554,0,0,0
4555,0,0,0
4556,1,1,1
4557,1,1,1
4558,0,0,0
4559,0,1,1
4560,1,1,0
4561,0,0,0
4562,0,0,0
4563,0,0,0
4564,1,0,0
4565,0,0,0
4566,0,1,0
4567,1,0,0
4568,0,0,0
4569,0,1,1
4570,1,1,1
4571,0,1,1
4572,0,0,0
4573,0,0,0
4574,1,1,1
4575,0,0,1
4576,0,0,0
4577,0,0,0
4578,0,0,0
4579,0,0,0
4580,0,0,0
4581,0,0,0
4582,0,0,0
4583,1,1,1
4584,0,0,0
4585,1,1,1
4586,0,1,1
4587,0,0,1
4588,0,0,0
4589,0,0,0
4590,1,1,0
4591,0,0,0
4592,0,0,0
4593,1,1,1
4594,0,1,0
4595,1,1,0
4596,0,0,0
4597,1,1,1
4598,0,0,0
4599,0,0,0
4600,0,0,0
4601,1,1,1
4602,0,0,0
4603,0,1,1
4604,0,0,0
4605,0,0,0
4606,1,1,1
4607,0,1,0
4608,0,0,0
4609,0,0,0
4610,1,1,0
4611,1,0,0
4612,0,0,0
4613,1,0,0
4614,0,0,0
4615,1,1,0
4616,0,0,0
4617,0,0,0
4618,0,0,0
4619,0,0,1
4620,0,0,0
4621,0,1,1
4622,0,0,0
4623,0,0,0
4624,0,0,0
4625,1,1,1
4626,1,0,0
4627,0,0,0
4628,0,0,0
4629,1,0,1
4630,0,0,0
4631,0,0,0
4632,0,0,0
4633,1,1,1
4634,1,0,0
4635,0,0,0
4636,1,0,0
4637,0,0,0
4638,1,1,1
4639,1,0,0
4640,0,0,0
4641,1,1,1
4642,0,1,0
4643,1,1,1
4644,1,1,1
4645,0,1,1
4646,1,1,1
4647,0,0,0
4648,0,0,0
4649,1,1,1
4650,0,0,0
4651,0,1,1
4652,0,0,0
4653,0,0,0
4654,0,1,1
4655,0,1,0
4656,1,1,1
4657,0,0,0
4658,0,0,0
4659,0,0,0
4660,1,1,1
4661,0,1,0
4662,0,0,0
4663,1,1,0
4664,0,0,0
4665,1,0,0
4666,0,1,1
4667,0,0,0
4668,1,0,0
4669,0,0,0
4670,0,0,0
4671,0,1,1
4672,1,1,0
4673,0,0,0
4674,0,1,1
4675,0,0,0
4676,0,0,0
4677,1,0,0
4678,0,1,0
4679,0,0,0
4680,0,0,1
4681,1,1,1
4682,0,0,0
4683,0,0,0
4684,1,1,1
4685,1,1,1
4686,1,1,1
4687,1,1,0
4688,0,0,0
4689,0,0,0
4690,0,0,0
4691,1,1,1
4692,0,0,0
4693,0,0,0
4694,1,1,1
4695,0,0,0
4696,0,0,0
4697,1,0,1
4698,0,0,0
4699,0,0,0
4700,0,0,0
4701,0,0,0
4702,0,0,0
4703,1,1,1
4704,1,0,0
4705,1,0,1
4706,0,1,1
4707,0,0,1
4708,0,0,0
4709,1,1,1
4710,1,1,1
4711,1,1,1
4712,1,1,0
4713,1,0,0
4714,1,1,1
4715,0,0,0
4716,0,0,0
4717,1,1,1
4718,1,1,1
4719,1,1,1
4720,0,1,1
4721,0,0,1
4722,0,0,0
4723,0,1,0
4724,0,0,0
4725,0,0,0
4726,1,1,0
4727,1,1,1
4728,1,1,1
4729,1,1,1
4730,0,1,1
4731,0,0,0
4732,1,0,0
4733,0,0,0
4734,0,0,0
4735,0,0,0
4736,1,1,1
4737,0,0,0
4738,0,0,0
4739,0,1,1
4740,1,0,0
4741,1,1,1
4742,1,1,0
4743,0,1,0
4744,1,0,1
4745,0,0,0
4746,1,1,1
4747,0,0,0
4748,0,0,0
4749,0,1,1
4750,0,0,0
4751,1,0,0
4752,0,0,0
4753,0,1,1
4754,0,0,0
4755,1,0,0
4756,1,1,0
4757,1,1,1
4758,1,1,1
4759,1,0,1
4760,1,0,0
4761,0,0,0
4762,0,0,0
4763,1,1,1
4764,1,0,1
4765,0,1,0
4766,0,0,0
4767,1,1,1
4768,1,1,1
4769,0,0,0
4770,0,1,1
4771,1,1,1
